Epochs,N_modes,Loss
1328,3,2.1337803918868299e-03
1329,3,2.1340625826269401e-03
1330,3,2.1343424450606099e-03
1331,3,2.1346202120184898e-03
1332,3,2.13489658199251e-03
1333,3,2.1351722534745901e-03
1334,3,2.1354486234486099e-03
1335,3,2.1357245277613401e-03
1336,3,2.1359983365982801e-03
1337,3,2.13626795448363e-03
1338,3,2.13653314858675e-03
1339,3,2.13679485023022e-03
1340,3,2.13705422356725e-03
1341,3,2.1373117342591299e-03
1342,3,2.1375657524913502e-03
1343,3,2.1378169767558601e-03
1344,3,2.1380677353590701e-03
1345,3,2.1383217535912999e-03
1346,3,2.1385799627751099e-03
1347,3,2.1388370078057098e-03
1348,3,2.13908799923956e-03
1349,3,2.13933177292347e-03
1350,3,2.1395725198090098e-03
1351,3,2.1398155950009801e-03
1352,3,2.1400640252977601e-03
1353,3,2.1403150167316198e-03
1354,3,2.1405627485364702e-03
1355,3,2.1408037282526502e-03
1356,3,2.14103749021888e-03
1357,3,2.1412670612335201e-03
1358,3,2.1414966322481602e-03
1359,3,2.1417280659079599e-03
1360,3,2.1419601980596798e-03
1361,3,2.14219046756625e-03
1362,3,2.1424151491373799e-03
1363,3,2.14263494126499e-03
1364,3,2.1428526379167999e-03
1365,3,2.14307126589119e-03
1366,3,2.14329035952687e-03
1367,3,2.1435073576867602e-03
1368,3,2.1437208633869899e-03
1369,3,2.1439311094582098e-03
1370,3,2.14413949288428e-03
1371,3,2.1443467121571298e-03
1372,3,2.14455276727676e-03
1373,3,2.1447571925818898e-03
1374,3,2.1449592895805801e-03
1375,3,2.1451588254421902e-03
1376,3,2.1453564986586601e-03
1377,3,2.14555230922997e-03
1378,3,2.1457467228174201e-03
1379,3,2.1459395065903698e-03
1380,3,2.1461304277181599e-03
1381,3,2.1463192533701702e-03
1382,3,2.1465062163770199e-03
1383,3,2.1466910839080802e-03
1384,3,2.14687408879399e-03
1385,3,2.1470549982041099e-03
1386,3,2.1472342777997299e-03
1387,3,2.1474116947501902e-03
1388,3,2.1475870162248598e-03
1389,3,2.1477600093930999e-03
1390,3,2.1479304414242502e-03
1391,3,2.1480983123183298e-03
1392,3,2.1482638549059599e-03
1393,3,2.14842823334038e-03
1394,3,2.1485919132828699e-03
1395,3,2.1487548947334298e-03
1396,3,2.1489157807081899e-03
1397,3,2.1490736398845898e-03
1398,3,2.14922777377069e-03
1399,3,2.1493791136890602e-03
1400,3,2.14952928945422e-03
1401,3,2.1496806293726002e-03
1402,3,2.1498345304280502e-03
1403,3,2.14998936280608e-03
1404,3,2.15014209970832e-03
1405,3,2.1502908784896101e-03
1406,3,2.1504368633031802e-03
1407,3,2.1505821496248202e-03
1408,3,2.1507281344383998e-03
1409,3,2.1508731879293901e-03
1410,3,2.1510152146220199e-03
1411,3,2.15115258470178e-03
1412,3,2.1512862294912299e-03
1413,3,2.1514175459742498e-03
1414,3,2.15154862962663e-03
1415,3,2.1516804117709398e-03
1416,3,2.1518124267458898e-03
1417,3,2.1519430447369801e-03
1418,3,2.15207086876035e-03
1419,3,2.1521961316466301e-03
1420,3,2.1523192990571299e-03
1421,3,2.1524413023143998e-03
1422,3,2.1525623742490998e-03
1423,3,2.1526822820305798e-03
1424,3,2.1528007928282001e-03
1425,3,2.1529174409806698e-03
1426,3,2.15303245931864e-03
1427,3,2.1531456150114502e-03
1428,3,2.15325783938169e-03
1429,3,2.1533688995987199e-03
1430,3,2.1534790284931699e-03
1431,3,2.15358752757311e-03
1432,3,2.1536943968385501e-03
1433,3,2.1537994034588298e-03
1434,3,2.1539032459258999e-03
1435,3,2.1540063899010398e-03
1436,3,2.1541088353842501e-03
1437,3,2.1542098838835998e-03
1438,3,2.1543095353990802e-03
1439,3,2.15440732426941e-03
1440,3,2.1545032504946002e-03
1441,3,2.15459754690528e-03
1442,3,2.1546899806708102e-03
1443,3,2.1547800861298999e-03
1444,3,2.15486786328256e-03
1445,3,2.1549535449594298e-03
1446,3,2.1550375968217802e-03
1447,3,2.1551214158534999e-03
1448,3,2.15520686469972e-03
1449,3,2.1552951075136701e-03
1450,3,2.1553863771259802e-03
1451,3,2.1554788108915099e-03
1452,3,2.1555700805038201e-03
1453,3,2.1556573919951898e-03
1454,3,2.15574004687369e-03
1455,3,2.1558199077844598e-03
1456,3,2.1558983717113699e-03
1457,3,2.1559773012995698e-03
1458,3,2.15605646371841e-03
1459,3,2.15613492764533e-03
1460,3,2.1562119945883799e-03
1461,3,2.1562871988862801e-03
1462,3,2.1563617046922402e-03
1463,3,2.1564359776675701e-03
1464,3,2.1565111819654699e-03
1465,3,2.1565861534327299e-03
1466,3,2.1566601935774101e-03
1467,3,2.1567323710769402e-03
1468,3,2.1568026859313202e-03
1469,3,2.1568718366324902e-03
1470,3,2.1569409873336601e-03
1471,3,2.1570096723735302e-03
1472,3,2.15707742609084e-03
1473,3,2.15714308433235e-03
1474,3,2.15720711275935e-03
1475,3,2.1572697442024899e-03
1476,3,2.1573319099843502e-03
1477,3,2.1573945414274901e-03
1478,3,2.1574574057012801e-03
1479,3,2.1575200371444199e-03
1480,3,2.1575817372649899e-03
1481,3,2.1576420404017002e-03
1482,3,2.1577009465545399e-03
1483,3,2.1577589213848101e-03
1484,3,2.1578159648925101e-03
1485,3,2.15787230990827e-03
1486,3,2.1579284220933901e-03
1487,3,2.1579840686172199e-03
1488,3,2.1580392494797698e-03
1489,3,2.1580934990197398e-03
1490,3,2.15814681723714e-03
1491,3,2.1581994369626002e-03
1492,3,2.1582511253655e-03
1493,3,2.1583018824458101e-03
1494,3,2.1583514753729101e-03
1495,3,2.1584001369774298e-03
1496,3,2.1584471687674501e-03
1497,3,2.15849257074296e-03
1498,3,2.1585361100733302e-03
1499,3,2.1585777867585399e-03
1500,3,2.1586178336292501e-03
1501,3,2.1586574148386699e-03
1502,3,2.1586979273706701e-03
1503,3,2.15874169953167e-03
1504,3,2.1587901283055501e-03
1505,3,2.1588432136923101e-03
1506,3,2.1588981617242098e-03
1507,3,2.1589510142803201e-03
1508,3,2.15899990871549e-03
1509,3,2.1590443793684201e-03
1510,3,2.15908698737621e-03
1511,3,2.159129595384e-03
1512,3,2.1591724362224301e-03
1513,3,2.15921550989151e-03
1514,3,2.1592578850686598e-03
1515,3,2.1592995617538699e-03
1516,3,2.1593407727778001e-03
1517,3,2.1593817509710802e-03
1518,3,2.15942249633372e-03
1519,3,2.1594630088657102e-03
1520,3,2.1595028229057802e-03
1521,3,2.15954123996198e-03
1522,3,2.1595789585262498e-03
1523,3,2.1596157457679501e-03
1524,3,2.1596523001789999e-03
1525,3,2.1596886217594099e-03
1526,3,2.1597251761704701e-03
1527,3,2.1597617305815198e-03
1528,3,2.1597980521619298e-03
1529,3,2.1598336752504102e-03
1530,3,2.1598688326776002e-03
1531,3,2.1599030587822199e-03
1532,3,2.1599368192255501e-03
1533,3,2.1599703468382402e-03
1534,3,2.1600034087896299e-03
1535,3,2.1600362379103899e-03
1536,3,2.1600688342005001e-03
1537,3,2.1601011976599702e-03
1538,3,2.1601333282887901e-03
1539,3,2.1601649932563301e-03
1540,3,2.1601961925625801e-03
1541,3,2.1602269262075398e-03
1542,3,2.16025719419122e-03
1543,3,2.1602869965136099e-03
1544,3,2.1603163331747098e-03
1545,3,2.1603454370051601e-03
1546,3,2.1603743080049801e-03
1547,3,2.16040294617414e-03
1548,3,2.1604315843433098e-03
1549,3,2.1604602225124801e-03
1550,3,2.16048886068165e-03
1551,3,2.1605172660201801e-03
1552,3,2.1605452056974199e-03
1553,3,2.16057244688272e-03
1554,3,2.1605985239148101e-03
1555,3,2.1606236696243299e-03
1556,3,2.16064741834998e-03
1557,3,2.1606702357530598e-03
1558,3,2.16069235466421e-03
1559,3,2.1607147064059999e-03
1560,3,2.1607382223010098e-03
1561,3,2.1607636008411598e-03
1562,3,2.1607910748571201e-03
1563,3,2.1608199458569301e-03
1564,3,2.1608492825180301e-03
1565,3,2.1608779206871999e-03
1566,3,2.1609046962112201e-03
1567,3,2.1609296090900898e-03
1568,3,2.1609531249851001e-03
1569,3,2.1609761752188201e-03
1570,3,2.1609992254525401e-03
1571,3,2.16102320700884e-03
1572,3,2.16104742139578e-03
1573,3,2.16107163578272e-03
1574,3,2.1610951516777299e-03
1575,3,2.1611179690808101e-03
1576,3,2.1611398551613101e-03
1577,3,2.16116104274988e-03
1578,3,2.1611824631691001e-03
1579,3,2.16120481491089e-03
1580,3,2.1612285636365401e-03
1581,3,2.16125324368477e-03
1582,3,2.1612776909023502e-03
1583,3,2.1613009739667199e-03
1584,3,2.1613233257085098e-03
1585,3,2.1613447461277199e-03
1586,3,2.1613661665469399e-03
1587,3,2.1613873541355098e-03
1588,3,2.16140830889344e-03
1589,3,2.16142903082073e-03
1590,3,2.16144928708673e-03
1591,4,2.1614690776914402e-03
1592,4,2.1615058649331301e-03
1593,4,2.1615361329168099e-03
1594,4,2.1615822333842499e-03
1595,4,2.1616257727146101e-03
1596,4,2.16166768223047e-03
1597,4,2.1617088932544002e-03
1598,4,2.1617503371089701e-03
1599,4,2.1617913153022502e-03
1600,4,2.1618325263261799e-03
1601,4,2.1618732716888198e-03
1602,4,2.16191448271275e-03
1603,4,2.1619561593979601e-03
1604,4,2.1619983017444602e-03
1605,4,2.1620411425828899e-03
1606,4,2.1620846819132601e-03
1607,4,2.16212891973555e-03
1608,4,2.1621740888804202e-03
1609,4,2.16221995651722e-03
1610,4,2.1622667554765901e-03
1611,4,2.1623142529278998e-03
1612,4,2.1623626817017798e-03
1613,4,2.1624113433063e-03
1614,4,2.1624602377414699e-03
1615,4,2.1625098306685699e-03
1616,4,2.1625608205795301e-03
1617,4,2.1626153029501399e-03
1618,4,2.1626751404255598e-03
1619,4,2.1627419628202898e-03
1620,4,2.1628153044730399e-03
1621,4,2.1628926042467399e-03
1622,4,2.1629696711897902e-03
1623,4,2.16304371133447e-03
1624,4,2.16311519034207e-03
1625,4,2.1631859708577399e-03
1626,4,2.1632590796798498e-03
1627,4,2.1633359137922499e-03
1628,4,2.1634157747030302e-03
1629,4,2.1634984295815199e-03
1630,4,2.1635834127664601e-03
1631,4,2.16367095708847e-03
1632,4,2.16376082971692e-03
1633,4,2.1638520993292301e-03
1634,4,2.16394360177219e-03
1635,4,2.1640353370457901e-03
1636,4,2.16412753798068e-03
1637,4,2.164222067222e-03
1638,4,2.16431939043105e-03
1639,4,2.16441974043846e-03
1640,4,2.1645219530910301e-03
1641,4,2.16462556272745e-03
1642,4,2.16472987085581e-03
1643,4,2.1648348774761001e-03
1644,4,2.16494081541896e-03
1645,4,2.1650476846844001e-03
1646,4,2.1651559509336901e-03
1647,4,2.1652651485055698e-03
1648,4,2.1653752774000198e-03
1649,4,2.1654863376170401e-03
1650,4,2.1655983291566398e-03
1651,4,2.1657103206962299e-03
1652,4,2.1658218465745401e-03
1653,4,2.1659326739609198e-03
1654,4,2.1660418715328e-03
1655,4,2.1661501377820999e-03
1656,4,2.16625863686204e-03
1657,4,2.1663696970790599e-03
1658,4,2.16648518107831e-03
1659,4,2.1666060201823698e-03
1660,4,2.16673011891544e-03
1661,4,2.1668544504791498e-03
1662,4,2.1669766865670698e-03
1663,4,2.16709682717919e-03
1664,4,2.1672169677913202e-03
1665,4,2.1673401352018101e-03
1666,4,2.16746632941067e-03
1667,4,2.1675934549421098e-03
1668,4,2.1677189506590401e-03
1669,4,2.1678414195775999e-03
1670,4,2.1679617930203698e-03
1671,4,2.16808193363249e-03
1672,4,2.1682032383978402e-03
1673,4,2.1683257073163999e-03
1674,4,2.16844864189625e-03
1675,4,2.1685715764761001e-03
1676,4,2.1686938125640202e-03
1677,4,2.1688155829906498e-03
1678,4,2.16893688775599e-03
1679,4,2.1690572611987599e-03
1680,4,2.16917716898024e-03
1681,4,2.16929661110044e-03
1682,4,2.16941651888192e-03
1683,4,2.1695364266634e-03
1684,4,2.16965563595295e-03
1685,4,2.1697736810892799e-03
1686,4,2.16989032924175e-03
1687,4,2.1700060460716499e-03
1688,4,2.1701212972402599e-03
1689,4,2.17023561708629e-03
1690,4,2.1703490056097499e-03
1691,4,2.1704607643186998e-03
1692,4,2.1705711260438e-03
1693,4,2.1706798579543799e-03
1694,4,2.1707871928811099e-03
1695,4,2.1708942949771898e-03
1696,4,2.1710025612264902e-03
1697,4,2.1711140871048e-03
1698,4,2.1712295711040501e-03
1699,4,2.1713485475629598e-03
1700,4,2.1714684553444399e-03
1701,4,2.17158626765013e-03
1702,4,2.1716998890042301e-03
1703,4,2.1718088537454601e-03
1704,4,2.17191479168832e-03
1705,4,2.17201909981668e-03
1706,4,2.1721234079450399e-03
1707,4,2.1722293458878998e-03
1708,4,2.1723364479839802e-03
1709,4,2.1724449470639198e-03
1710,4,2.1725534461438699e-03
1711,4,2.1726605482399498e-03
1712,4,2.1727655548602299e-03
1713,4,2.1728684660047301e-03
1714,4,2.1729702129960099e-03
1715,4,2.17307172715664e-03
1716,4,2.1731734741479202e-03
1717,4,2.1732754539698401e-03
1718,4,2.1733776666223999e-03
1719,4,2.1734796464443198e-03
1720,4,2.1735809277743101e-03
1721,4,2.1736817434430101e-03
1722,4,2.1737816277891402e-03
1723,4,2.1738808136433402e-03
1724,4,2.1739795338362499e-03
1725,4,2.1740777883678701e-03
1726,4,2.1741760428994898e-03
1727,4,2.1742740646004699e-03
1728,4,2.1743718534708001e-03
1729,4,2.1744698751717802e-03
1730,4,2.1745674312114698e-03
1731,4,2.1746652200818101e-03
1732,4,2.17476254329085e-03
1733,4,2.1748598664999e-03
1734,4,2.1749569568783001e-03
1735,4,2.1750533487647798e-03
1736,4,2.17514927498996e-03
1737,4,2.1752447355538598e-03
1738,4,2.1753399632871199e-03
1739,4,2.1754347253590801e-03
1740,4,2.1755294874310502e-03
1741,4,2.1756244823336601e-03
1742,4,2.1757192444056299e-03
1743,4,2.1758137736469499e-03
1744,4,2.1759078372269899e-03
1745,4,2.1760021336376702e-03
1746,4,2.1760978270322102e-03
1747,4,2.1761970128863998e-03
1748,4,2.1763008553534698e-03
1749,4,2.1764067932963402e-03
1750,4,2.1765113342553399e-03
1751,4,2.1766126155853302e-03
1752,4,2.1767113357782399e-03
1753,4,2.1768098231404998e-03
1754,4,2.1769094746559902e-03
1755,4,2.17701005749404e-03
1756,4,2.1771118044853202e-03
1757,4,2.1772154141217501e-03
1758,4,2.1773199550807502e-03
1759,4,2.1774242632091002e-03
1760,4,2.1775262430310202e-03
1761,4,2.1776261273771498e-03
1762,4,2.17772554606199e-03
1763,4,2.1778265945613402e-03
1764,4,2.17792904004455e-03
1765,4,2.17803218401968e-03
1766,4,2.1781348623335401e-03
1767,4,2.1782366093248099e-03
1768,4,2.1783369593322299e-03
1769,4,2.1784359123557802e-03
1770,4,2.1785353310406199e-03
1771,4,2.17863800935447e-03
1772,4,2.1787460427731302e-03
1773,4,2.1788587328046599e-03
1774,4,2.17897351831198e-03
1775,4,2.1790880709886599e-03
1776,4,2.1792005281895399e-03
1777,4,2.1793101914227e-03
1778,4,2.1794170606881402e-03
1779,4,2.1795227658003599e-03
1780,4,2.17962893657386e-03
1781,4,2.1797365043312298e-03
1782,4,2.1798454690724598e-03
1783,4,2.1799551323056199e-03
1784,4,2.1800645627081399e-03
1785,4,2.18017306178808e-03
1786,4,2.18028039671481e-03
1787,4,2.1803870331496e-03
1788,4,2.1804932039231101e-03
1789,4,2.1805998403579001e-03
1790,4,2.1807064767926901e-03
1791,4,2.1808133460581298e-03
1792,4,2.18092021532357e-03
1793,4,2.1810261532664299e-03
1794,4,2.1811313927173601e-03
1795,4,2.1812352351844302e-03
1796,4,2.1813376806676401e-03
1797,4,2.1814391948282701e-03
1798,4,2.1815395448356902e-03
1799,4,2.1816387306898802e-03
1800,4,2.1817374508827899e-03
1801,4,2.1818357054144101e-03
1802,4,2.1819344256073202e-03
1803,4,2.1820343099534499e-03
1804,4,2.1821355912834402e-03
1805,4,2.1822375711053601e-03
1806,4,2.18233885243535e-03
1807,4,2.1824371069669702e-03
1808,4,2.1825316362083002e-03
1809,4,2.18262244015932e-03
1810,4,2.1827104501426198e-03
1811,4,2.1827975288033498e-03
1812,4,2.1828857716172899e-03
1813,4,2.18297587707639e-03
1814,4,2.1830671466887002e-03
1815,4,2.1831567864865099e-03
1816,4,2.18324339948595e-03
1817,4,2.1833258215338e-03
1818,4,2.183404751122e-03
1819,4,2.18348135240376e-03
1820,4,2.18355632387102e-03
1821,4,2.1836303640157002e-03
1822,4,2.1837037056684498e-03
1823,4,2.1837758831679799e-03
1824,4,2.1838468965143e-03
1825,4,2.1839158143848198e-03
1826,4,2.1839826367795502e-03
1827,4,2.1840466652065498e-03
1828,4,2.1841081324964801e-03
1829,4,2.1841670386493202e-03
1830,4,2.1842236164957298e-03
1831,4,2.1842776332050601e-03
1832,4,2.1843295544385901e-03
1833,4,2.18438007868826e-03
1834,4,2.18442967161536e-03
1835,4,2.1844787988811701e-03
1836,4,2.18452769331634e-03
1837,4,2.1845758892595798e-03
1838,4,2.1846226882189499e-03
1839,4,2.1846680901944598e-03
1840,4,2.1847106982022498e-03
1841,4,2.18475074507296e-03
1842,4,2.1847886964678799e-03
1843,4,2.1848275791853701e-03
1844,4,2.1848711185157299e-03
1845,4,2.18492024578154e-03
1846,4,2.1849703043699299e-03
1847,4,2.18501477502286e-03
1848,4,2.1850515622645599e-03
1849,4,2.1850820630788799e-03
1850,4,2.1851083729416102e-03
1851,4,2.1851330529898401e-03
1852,4,2.1851605270057899e-03
1853,4,2.1851954516023402e-03
1854,4,2.1852375939488398e-03
1855,4,2.1852795034647001e-03
1856,4,2.1853144280612499e-03
1857,4,2.18534399755299e-03
1858,4,2.1853747311979502e-03
1859,4,2.1854094229638598e-03
1860,4,2.1854455117136201e-03
1861,4,2.18547880649567e-03
1862,4,2.1855083759874101e-03
1863,4,2.1855367813259398e-03
1864,4,2.1855654194951101e-03
1865,4,2.1855933591723399e-03
1866,4,2.1856199018657199e-03
1867,4,2.1856457460671698e-03
1868,4,2.1856718230992599e-03
1869,4,2.18569790013134e-03
1870,4,2.1857235115021502e-03
1871,4,2.18574865721166e-03
1872,4,2.1857735700905301e-03
1873,4,2.18579825013876e-03
1874,4,2.18582176603377e-03
1875,4,2.1858445834368502e-03
1876,4,2.18586740083992e-03
1877,4,2.18589045107365e-03
1878,4,2.1859137341380102e-03
1879,4,2.1859363187104498e-03
1880,4,2.1859577391296599e-03
1881,4,2.1859784610569499e-03
1882,4,2.1859989501535901e-03
1883,4,2.1860194392502299e-03
1884,4,2.1860392298549401e-03
1885,4,2.1860578563064302e-03
1886,5,2.1860753186047099e-03
1887,5,2.1861332934349801e-03
1888,5,2.1861761342734098e-03
1889,5,2.18622712418437e-03
1890,5,2.1862720604986e-03
1891,5,2.1863114088773701e-03
1892,5,2.1863451693207e-03
1893,5,2.1863735746592301e-03
1894,5,2.1864003501832498e-03
1895,5,2.1864306181669201e-03
1896,5,2.1864704322069901e-03
1897,5,2.1865214221179498e-03
1898,5,2.1865782327950001e-03
1899,5,2.1866324823349701e-03
1900,5,2.18668021261692e-03
1901,5,2.1867218893021302e-03
1902,5,2.18676147051156e-03
1903,5,2.1868024487048401e-03
1904,5,2.1868452895432702e-03
1905,5,2.1868878975510602e-03
1906,5,2.1869291085749899e-03
1907,5,2.18696892261505e-03
1908,5,2.18700990080833e-03
1909,5,2.1870541386306299e-03
1910,5,2.1871011704206501e-03
1911,5,2.18714773654938e-03
1912,5,2.18719150871038e-03
1913,5,2.1872324869036701e-03
1914,5,2.1872734650969501e-03
1915,5,2.18731653876603e-03
1916,5,2.1873624064028302e-03
1917,5,2.1874101366847801e-03
1918,5,2.1874578669667201e-03
1919,5,2.1875046659261001e-03
1920,5,2.1875498350709698e-03
1921,5,2.1875947713851898e-03
1922,5,2.1876404061913499e-03
1923,5,2.1876869723200798e-03
1924,5,2.1877342369407398e-03
1925,5,2.18778173439205e-03
1926,5,2.1878287661820702e-03
1927,5,2.1878748666495102e-03
1928,5,2.1879198029637302e-03
1929,5,2.1879640407860301e-03
1930,5,2.1880080457776798e-03
1931,5,2.1880529820918998e-03
1932,5,2.1881002467125702e-03
1933,5,2.18815123662353e-03
1934,5,2.1882059518247799e-03
1935,5,2.1882627625018402e-03
1936,5,2.1883188746869599e-03
1937,5,2.1883724257349998e-03
1938,5,2.18842388130724e-03
1939,5,2.1884751040488499e-03
1940,5,2.1885279566049602e-03
1941,5,2.18858360312879e-03
1942,5,2.1886411122977699e-03
1943,5,2.1886986214667602e-03
1944,5,2.18875426799059e-03
1945,5,2.1888073533773401e-03
1946,5,2.1888590417802299e-03
1947,5,2.1889114286750598e-03
1948,5,2.1889656782150299e-03
1949,5,2.1890224888920801e-03
1950,5,2.1890813950449198e-03
1951,5,2.1891398355364799e-03
1952,5,2.1891966462135302e-03
1953,5,2.1892515942454299e-03
1954,5,2.1893067751079802e-03
1955,5,2.1893626544624602e-03
1956,5,2.1894180681556498e-03
1957,5,2.1894727833569002e-03
1958,5,2.1895263344049501e-03
1959,5,2.1895796526223399e-03
1960,5,2.1896343678235999e-03
1961,5,2.1896930411457998e-03
1962,5,2.1897559054195898e-03
1963,5,2.18982063233852e-03
1964,5,2.1898832637816698e-03
1965,5,2.1899419371038701e-03
1966,5,2.18999828211963e-03
1967,5,2.1900548599660401e-03
1968,5,2.1901126019656702e-03
1969,5,2.1901722066104399e-03
1970,5,2.1902329754084301e-03
1971,5,2.1902937442064298e-03
1972,5,2.1903535816818502e-03
1973,5,2.1904120221733999e-03
1974,5,2.1904688328504601e-03
1975,5,2.1905249450355799e-03
1976,5,2.1905815228819799e-03
1977,5,2.1906394977122502e-03
1978,5,2.1906988695263902e-03
1979,5,2.1907587070018101e-03
1980,5,2.1908178459852899e-03
1981,5,2.1908786147832901e-03
1982,5,2.1909426432102901e-03
1983,5,2.1910092327743799e-03
1984,5,2.1910786163061901e-03
1985,5,2.1911535877734401e-03
1986,5,2.1912350784987198e-03
1987,5,2.1913207601755901e-03
1988,5,2.1914052776992299e-03
1989,5,2.1914876997470899e-03
1990,5,2.1915712859481599e-03
1991,5,2.1916585974395301e-03
1992,5,2.19174893572927e-03
1993,5,2.1918378770351401e-03
1994,5,2.19192425720394e-03
1995,5,2.1920108702033802e-03
1996,5,2.19210051000118e-03
1997,5,2.1921941079199301e-03
1998,5,2.1922904998064002e-03
1999,5,2.1923887543380299e-03
2000,5,2.1924881730228702e-03
2001,5,2.1925889886915701e-03
2002,5,2.1926921326667101e-03
2003,5,2.1927962079644199e-03
2004,5,2.19290074892342e-03
2005,5,2.1930071525275699e-03
2006,5,2.1931172814220199e-03
2007,5,2.1932309027761199e-03
2008,5,2.1933466196060198e-03
2009,5,2.1934628020972e-03
2010,5,2.1935794502496702e-03
2011,5,2.1936981938779402e-03
2012,5,2.19381903298199e-03
2013,5,2.1939419675618401e-03
2014,5,2.1940658334642601e-03
2015,5,2.1941906306892599e-03
2016,5,2.1943168248981198e-03
2017,5,2.19444441609085e-03
2018,5,2.1945734042674299e-03
2019,5,2.19470332376659e-03
2020,5,2.1948332432657502e-03
2021,5,2.1949633955955501e-03
2022,5,2.1950930822640701e-03
2023,5,2.1952225361019399e-03
2024,5,2.1953515242785198e-03
2025,5,2.19547981396317e-03
2026,5,2.1956076379865399e-03
2027,5,2.1957352291792601e-03
2028,5,2.19586305320263e-03
2029,5,2.19599111005664e-03
2030,5,2.1961198654025802e-03
2031,5,2.1962502505630298e-03
2032,5,2.19638249836862e-03
2033,5,2.1965173073112999e-03
2034,5,2.1966544445604099e-03
2035,5,2.1967927459627399e-03
2036,5,2.1969287190586298e-03
2037,5,2.1970602683722999e-03
2038,5,2.1971857640892302e-03
2039,5,2.19730660319328e-03
2040,5,2.1974246483296199e-03
2041,5,2.1975419949740202e-03
2042,5,2.1976602729409898e-03
2043,5,2.1977797150611899e-03
2044,5,2.19789915718138e-03
2045,5,2.1980172023177099e-03
2046,5,2.19813315197825e-03
2047,5,2.1982470061630002e-03
2048,5,2.1983592305332401e-03
2049,5,2.1984702907502699e-03
2050,5,2.19857995398343e-03
2051,5,2.1986872889101501e-03
2052,5,2.1987925283610799e-03
2053,5,2.1988959051668601e-03
2054,5,2.1989981178194302e-03
2055,5,2.19910056330264e-03
2056,5,2.19920417293906e-03
2057,5,2.19930917955935e-03
2058,5,2.1994148846715702e-03
2059,5,2.1995205897837899e-03
2060,5,2.19962559640408e-03
2061,5,2.1997280418872799e-03
2062,5,2.1998274605721201e-03
2063,5,2.19992315396667e-03
2064,5,2.2000158205628399e-03
2065,5,2.2001068573445099e-03
2066,5,2.2001969628036001e-03
2067,5,2.2002866026014098e-03
2068,5,2.20037624239922e-03
2069,5,2.2004658821970198e-03
2070,5,2.2005548235029e-03
2071,5,2.20064306631684e-03
2072,5,2.2007294464856399e-03
2073,5,2.2008144296705701e-03
2074,5,2.20089731737971e-03
2075,5,2.20097857527435e-03
2076,5,2.2010582033544801e-03
2077,5,2.2011366672813901e-03
2078,5,2.2012141998857299e-03
2079,5,2.2012912668287802e-03
2080,5,2.2013685666024698e-03
2081,5,2.20144609920681e-03
2082,5,2.20152386464179e-03
2083,5,2.2016013972461202e-03
2084,5,2.2016782313585299e-03
2085,5,2.2017536684870698e-03
2086,5,2.20182654447854e-03
2087,5,2.2018961608409899e-03
2088,5,2.2019629832357199e-03
2089,5,2.2020295727998001e-03
2090,5,2.2020984906703199e-03
2091,5,2.2021711338311399e-03
